=== Debug Logger Session Started at 2026-09-21T17:45:53.492 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-21T17:45:53.386] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-21T17:45:53.622 ===
=== Debug Logger Session Started at 2026-09-21T17:45:53.626 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-21T17:45:53.622] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 83874 bytes | Modified: 2026-09-21T23:45:52.593Z
[2026-09-21T17:45:53.626] [SYSTEM] Download Session Started
[2026-09-21T17:45:55.283] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-21T17:45:55.285] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-21T17:46:08.657] Cog0  BM-ACROSS,seq,69,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,81_788,dur_us,185_577
[2026-09-21T17:46:08.658] Cog0  BM-ACROSS,seq,70,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,81_985,dur_us,185_577
[2026-09-21T17:46:08.658] Cog0  BM-ACROSS,seq,71,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,82_135,dur_us,185_577
[2026-09-21T17:46:08.660] Cog0  BM-ACROSS,seq,72,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,82_188,dur_us,185_577
[2026-09-21T17:46:08.661] Cog0  BM-ACROSS,seq,73,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,82_916,dur_us,185_577
[2026-09-21T17:46:08.662] Cog0  BM-ACROSS,seq,74,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,83_691,dur_us,185_577
[2026-09-21T17:46:08.663] Cog0  BM-ACROSS,seq,75,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,83_793,dur_us,185_577
[2026-09-21T17:46:08.664] Cog0  BM-ACROSS,seq,76,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,83_894,dur_us,185_577
[2026-09-21T17:46:08.665] Cog0  BM-ACROSS,seq,77,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,84_043,dur_us,185_577
[2026-09-21T17:46:08.666] Cog0  BM-ACROSS,seq,78,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,84_096,dur_us,185_577
[2026-09-21T17:46:08.668] Cog0  BM-ACROSS,seq,79,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,84_245,dur_us,185_577
[2026-09-21T17:46:08.669] Cog0  BM-ACROSS,seq,80,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,84_394,dur_us,185_577
[2026-09-21T17:46:08.670] Cog0  BM-ACROSS,seq,81,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,85_126,dur_us,185_577
[2026-09-21T17:46:08.671] Cog0  BM-ACROSS,seq,82,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,85_756,dur_us,185_577
[2026-09-21T17:46:08.672] Cog0  BM-ACROSS,seq,83,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,85_809,dur_us,185_577
[2026-09-21T17:46:08.673] Cog0  BM-ACROSS,seq,84,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,86_343,dur_us,185_577
[2026-09-21T17:46:08.674] Cog0  BM-ACROSS,seq,85,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,87_362,dur_us,185_577
[2026-09-21T17:46:08.675] Cog0  BM-ACROSS,seq,86,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,88_473,dur_us,185_577
[2026-09-21T17:46:08.676] Cog0  BM-ACROSS,seq,87,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,88_623,dur_us,185_577
[2026-09-21T17:46:08.677] Cog0  BM-ACROSS,seq,88,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,88_724,dur_us,185_577
[2026-09-21T17:46:08.678] Cog0  BM-ACROSS,seq,89,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,89_552,dur_us,185_577
[2026-09-21T17:46:08.679] Cog0  BM-ACROSS,seq,90,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,90_855,dur_us,185_577
[2026-09-21T17:46:08.681] Cog0  BM-ACROSS,seq,91,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,90_909,dur_us,185_577
[2026-09-21T17:46:08.682] Cog0  BM-ACROSS,seq,92,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,91_154,dur_us,185_577
[2026-09-21T17:46:08.683] Cog0  BM-ACROSS,seq,93,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,91_739,dur_us,185_577
[2026-09-21T17:46:08.684] Cog0  BM-ACROSS,seq,94,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,92_802,dur_us,185_577
[2026-09-21T17:46:08.685] Cog0  BM-ACROSS,seq,95,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,93_048,dur_us,185_577
[2026-09-21T17:46:08.686] Cog0  BM-ACROSS,seq,96,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,93_437,dur_us,185_577
[2026-09-21T17:46:08.687] Cog0  BM-ACROSS,seq,97,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,93_878,dur_us,185_577
[2026-09-21T17:46:08.688] Cog0  BM-ACROSS,seq,98,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,95_325,dur_us,185_577
[2026-09-21T17:46:08.689] Cog0  BM-ACROSS,seq,99,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,96_105,dur_us,185_577
[2026-09-21T17:46:08.690] Cog0  BM-ACROSS,seq,100,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,96_687,dur_us,185_577
[2026-09-21T17:46:08.692] Cog0  BM-ACROSS,seq,101,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,96_981,dur_us,185_577
[2026-09-21T17:46:08.693] Cog0  BM-ACROSS,seq,102,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,97_034,dur_us,185_577
[2026-09-21T17:46:08.694] Cog0  BM-ACROSS,seq,103,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,97_087,dur_us,185_577
[2026-09-21T17:46:08.695] Cog0  BM-ACROSS,seq,104,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,97_236,dur_us,185_577
[2026-09-21T17:46:08.696] Cog0  BM-ACROSS,seq,105,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,97_435,dur_us,185_577
[2026-09-21T17:46:08.697] Cog0  BM-ACROSS,seq,106,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,97_488,dur_us,185_577
[2026-09-21T17:46:08.698] Cog0  BM-ACROSS,seq,107,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,98_268,dur_us,185_577
[2026-09-21T17:46:08.699] Cog0  BM-ACROSS,seq,108,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,99_186,dur_us,185_577
[2026-09-21T17:46:08.700] Cog0  BM-ACROSS,seq,109,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,99_288,dur_us,185_577
[2026-09-21T17:46:08.702] Cog0  BM-ACROSS,seq,110,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,99_341,dur_us,185_577
[2026-09-21T17:46:08.703] Cog0  BM-ACROSS,seq,111,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,100_459,dur_us,185_577
[2026-09-21T17:46:08.704] Cog0  BM-ACROSS,seq,112,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,101_377,dur_us,185_577
[2026-09-21T17:46:08.705] Cog0  BM-ACROSS,seq,113,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,101_478,dur_us,185_577
[2026-09-21T17:46:08.706] Cog0  BM-ACROSS,seq,114,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,101_579,dur_us,185_577
[2026-09-21T17:46:08.707] Cog0  BM-ACROSS,seq,115,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,101_921,dur_us,185_577
[2026-09-21T17:46:08.708] Cog0  BM-ACROSS,seq,116,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,101_974,dur_us,185_577
[2026-09-21T17:46:08.709] Cog0  BM-ACROSS,seq,117,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,102_705,dur_us,185_577
[2026-09-21T17:46:08.711] Cog0  BM-ACROSS,seq,118,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,103_815,dur_us,185_577
[2026-09-21T17:46:08.711] Cog0  BM-ACROSS,seq,119,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,104_836,dur_us,185_577
[2026-09-21T17:46:08.713] Cog0  BM-ACROSS,seq,120,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,105_946,dur_us,185_577
[2026-09-21T17:46:08.714] Cog0  BM-ACROSS,seq,121,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,106_193,dur_us,185_577
[2026-09-21T17:46:08.715] Cog0  BM-ACROSS,seq,122,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,106_294,dur_us,185_577
[2026-09-21T17:46:08.716] Cog0  BM-ACROSS,seq,123,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,106_637,dur_us,185_577
[2026-09-21T17:46:08.717] Cog0  BM-ACROSS,seq,124,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,106_690,dur_us,185_577
[2026-09-21T17:46:08.718] Cog0  BM-ACROSS,seq,125,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,107_034,dur_us,185_577
[2026-09-21T17:46:08.719] Cog0  BM-ACROSS,seq,126,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,107_231,dur_us,185_577
[2026-09-21T17:46:08.720] Cog0  BM-ACROSS,seq,127,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,107_284,dur_us,185_577
[2026-09-21T17:46:08.721] Cog0  BM-ACROSS,seq,128,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,108_011,dur_us,185_577
[2026-09-21T17:46:08.723] Cog0  BM-ACROSS,seq,129,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,108_209,dur_us,185_577
[2026-09-21T17:46:08.724] Cog0  BM-ACROSS,seq,130,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,108_311,dur_us,185_577
[2026-09-21T17:46:08.725] Cog0  BM-ACROSS,seq,131,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,109_234,dur_us,185_577
[2026-09-21T17:46:08.726] Cog0  BM-ACROSS,seq,132,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,110_008,dur_us,185_577
[2026-09-21T17:46:08.727] Cog0  BM-ACROSS,seq,133,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,110_110,dur_us,185_577
[2026-09-21T17:46:08.728] Cog0  BM-ACROSS,seq,134,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,110_211,dur_us,185_577
[2026-09-21T17:46:08.729] Cog0  BM-ACROSS,seq,135,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,110_265,dur_us,185_577
[2026-09-21T17:46:08.730] Cog0  BM-ACROSS,seq,136,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,1,t_us,110_654,dur_us,185_577
[2026-09-21T17:46:08.732] Cog0  BM-ACROSS,seq,137,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,1,tick,1,t_us,111_481,dur_us,185_577
